time_ms,ax,ay,az,wx,wy,wz
0,-0.33,0.429,-1.684,151.4,273.2,64.8
20,0.082,0.33,-0.917,3.8,-8.6,22.7
41,0.048,0.028,-0.982,2.6,-2.7,4.8
61,0.08,0.021,-0.956,32.2,-16.5,7.0
83,-0.019,0.735,-1.375,73.7,268.7,149.8
103,-0.068,-0.203,-0.81,48.6,243.9,-15.8
123,0.198,-0.147,-0.8,48.1,132.3,-79.1
144,0.228,-0.116,-0.852,66.9,49.1,-125.5
164,0.126,-0.197,-0.824,73.7,30.7,-241.2
184,0.438,0.049,-1.134,20.2,63.4,-242.8
204,0.48,0.12,-0.986,-27.0,451.5,46.8
224,0.417,-0.111,-0.596,-54.8,558.3,-8.9
244,0.782,-0.356,-0.667,-23.8,341.2,-72.1
264,0.905,0.082,-0.414,-28.7,115.9,-38.2
285,0.785,0.008,-0.568,-9.2,112.3,10.3
305,1.202,0.012,-0.463,-14.0,282.8,29.9
325,1.385,0.09,-0.316,151.2,455.7,115.2
345,1.679,-0.084,-0.472,243.3,404.5,187.6
365,1.777,-0.218,-0.345,29.8,169.2,271.1
385,1.638,0.133,0.0,-158.2,-32.5,329.0
405,1.33,0.08,0.139,-149.6,-60.6,371.0
427,1.245,-0.013,0.193,-105.6,-103.8,421.4
447,1.242,0.026,0.168,-92.4,-118.0,450.2
467,1.065,0.158,0.292,-65.3,-37.7,448.0
487,0.617,0.22,0.204,29.4,74.7,502.4
511,-0.132,0.018,-0.172,89.0,96.9,496.9
531,-0.476,-0.017,-0.253,120.4,-43.6,405.0
551,-0.82,-0.191,-0.367,263.6,-399.4,162.0
571,-1.103,-0.641,-1.178,389.4,-586.6,-125.0
591,-1.026,-0.986,-0.848,588.1,-818.8,-343.3
611,-2.069,-1.904,1.891,83.9,-178.7,-602.7
631,1.994,-1.509,0.75,-249.3,-86.7,-481.6
651,1.529,-2.08,-0.606,-186.6,38.0,-372.2
671,1.282,-0.772,-0.392,-56.7,259.9,-554.6
694,0.996,0.11,-0.348,-67.8,480.9,-626.3
714,0.549,0.387,-0.098,-301.9,725.4,-739.0
734,0.068,0.023,0.001,-400.4,701.1,-779.1
754,0.225,0.034,-0.007,-425.3,542.7,-604.1
774,0.063,0.036,0.0,-449.3,532.0,-601.3
794,0.191,-0.049,0.427,-479.9,546.2,-555.5
814,2.158,-2.846,2.431,-627.2,8.6,-496.8
834,0.386,-0.384,0.145,-136.6,-35.4,-425.6
854,0.462,-0.373,0.306,69.7,121.8,-598.4
875,3.851,3.793,3.766,-294.7,136.4,-269.9
895,-0.551,-0.086,1.513,-584.5,516.8,116.7
915,-0.396,-0.402,1.128,-640.0,632.6,44.3
935,-0.054,-0.139,0.087,-612.3,711.9,216.4
959,-1.837,-2.048,-0.444,-479.7,800.4,268.6
979,0.006,0.042,-0.179,-371.8,834.2,127.1
999,0.003,0.051,-0.181,-369.1,833.1,140.5
1022,0.002,0.052,-0.182,-366.2,832.4,152.3
1042,0.002,0.051,-0.186,-362.1,831.1,163.1
1062,-0.073,-8.374,-1.954,707.0,-99.6,1374.5
1082,-0.719,-0.149,0.305,-48.8,48.9,1282.6
1104,-6.259,4.947,-5.105,95.5,-102.5,828.2
1124,-0.037,0.271,-0.035,205.1,248.3,928.9
1144,1.104,0.342,-5.129,688.1,-273.0,1234.2
1164,-0.116,-0.192,-1.144,1294.1,-587.0,1062.3
1184,-1.617,-0.641,-0.724,1267.0,-130.8,490.7
1204,0.178,0.348,-0.277,1126.8,-139.7,630.0
1224,0.145,0.274,-0.221,1122.6,-153.3,624.9
1244,0.145,0.268,-0.223,1120.7,-175.7,620.7
1264,0.148,0.268,-0.223,1119.0,-191.9,617.3
1284,-4.247,-0.063,-2.399,688.9,670.7,-718.6
1304,-0.771,-0.076,-0.158,724.7,400.7,-535.3
1324,-0.164,0.106,-0.088,714.4,411.2,-537.6
1344,-3.918,-6.153,5.363,461.8,495.3,614.3
1368,-3.457,1.39,-0.419,-87.6,964.8,900.9
1388,-0.735,0.25,-0.898,121.8,1048.1,872.1
1408,-0.546,0.104,-0.474,194.0,976.7,724.4
1429,0.314,0.409,-0.846,169.6,1087.4,590.2
1449,0.192,-0.331,-0.36,-24.0,480.4,376.9
1471,-0.029,0.07,-0.056,-15.1,474.2,381.9
1491,-0.332,0.076,-0.569,-275.6,61.6,585.2
1515,-0.364,-0.705,-1.482,-616.8,-232.4,445.4
1535,-0.541,0.122,-0.544,-926.2,-25.5,551.1
1555,-0.897,0.805,-2.9,-889.9,34.3,453.3
1575,-0.416,0.48,-0.775,-1018.4,119.4,332.9
1595,-0.845,2.695,1.363,-151.0,14.9,372.0
1615,-0.013,0.277,-0.076,273.7,131.9,312.4
1635,0.026,1.173,-0.718,155.4,300.7,497.7
1655,0.093,0.955,-0.612,129.0,391.3,664.0
1679,0.316,1.24,-0.405,-118.6,489.8,869.7
1699,0.083,0.728,-0.079,79.9,430.4,943.4
1719,-0.027,0.239,-0.088,115.3,438.4,943.8
1739,8.487,-6.002,4.924,-597.1,486.2,1802.6
1759,-0.245,1.005,-0.439,-367.7,716.0,1899.1
1781,-0.217,1.006,-0.406,-218.0,705.4,1975.4
1801,-0.182,1.009,-0.379,-99.7,680.6,2035.1
1822,-8.144,7.986,-8.283,28.3,515.4,1729.1
1842,-0.048,0.697,-0.191,223.5,480.8,1719.2
1862,-0.021,0.691,-0.179,277.4,447.3,1714.6
1884,1.023,1.26,-0.856,301.1,484.2,1712.6
1904,0.18,0.282,-0.63,348.3,1364.5,744.5
1925,1.017,-1.952,2.507,-39.7,941.2,699.2
1945,-0.039,0.173,-0.193,-86.5,741.2,649.3
1965,-0.042,0.172,-0.185,-65.8,739.2,654.1
1985,-0.069,-2.089,1.722,-70.1,741.0,418.1
2005,-0.027,0.013,-0.052,-213.4,458.5,220.5
2025,-0.029,0.026,-0.032,-208.0,456.3,191.7
2045,-1.178,-1.145,0.525,-427.3,453.8,-50.3
2065,-0.406,-2.042,0.038,-579.3,497.4,-173.6
2085,-0.067,-0.096,-0.049,-246.1,279.9,-348.2
2105,-0.602,-1.007,-0.41,-46.6,256.6,-566.0
2125,-0.326,-3.376,-2.221,465.2,107.6,-140.2
2146,-0.028,-0.099,-0.062,494.5,90.5,-100.2
2168,-0.124,-0.536,0.256,-88.4,-204.8,240.7
2188,0.406,-0.879,0.083,0.3,-7.0,33.6
2208,-0.192,-1.044,0.036,1.2,-2.8,-10.3
2228,0.071,-0.985,0.062,0.6,-2.5,6.2
2248,0.008,-0.999,0.05,1.6,-2.5,0.7
2268,0.0,-1.002,0.047,1.2,-2.6,1.6
2288,-0.003,-1.001,0.051,0.8,-2.5,0.7
2308,-0.004,-1.0,0.048,0.9,-2.6,0.4
2329,-0.004,-0.999,0.049,0.9,-2.6,0.2
2349,-0.005,-1.002,0.051,0.7,-2.5,0.2
2369,-0.004,-1.002,0.05,0.7,-2.6,0.2
2389,-0.003,-1.001,0.051,0.8,-2.7,0.1
2410,-0.004,-1.004,0.053,0.8,-2.5,0.2
2430,-0.005,-0.999,0.05,0.6,-2.5,0.3
2452,-0.004,-1.001,0.051,0.7,-2.5,0.2
2473,-0.006,-1.001,0.052,0.7,-2.5,0.2
2493,-0.006,-1.004,0.051,0.7,-2.5,0.2
2513,-0.007,-1.001,0.05,0.7,-2.6,0.2
2533,-0.005,-1.002,0.053,0.6,-2.6,0.2
2553,-0.006,-1.001,0.051,0.7,-2.6,0.2
2573,-0.006,-1.0,0.052,0.7,-2.7,0.1
2595,-0.007,-0.999,0.052,0.7,-2.6,0.2
2615,-0.004,-1.003,0.052,0.7,-2.8,0.1
2635,-0.005,-1.001,0.05,0.7,-2.6,0.2
2655,-0.006,-1.001,0.048,0.7,-2.5,0.2
2675,-0.007,-1.004,0.049,0.7,-2.5,0.2
