time_ms,ax,ay,az,wx,wy,wz
0,1.522,0.511,-1.413,-195.2,-119.5,-81.9
22,1.362,-0.231,-0.133,34.4,-198.1,-56.0
42,1.395,0.031,0.116,47.3,-85.3,-105.3
62,1.458,0.208,-0.124,-15.0,-60.4,-182.4
82,1.595,0.105,0.169,-101.5,-18.8,-213.0
104,1.487,0.207,0.035,-218.5,-70.5,-252.0
124,1.582,0.05,-0.315,-217.7,-95.6,-287.3
144,1.356,-0.093,-0.214,-169.8,-140.9,-245.8
164,0.942,0.029,-0.515,-269.3,-69.6,-228.4
184,0.66,-0.154,-0.936,-237.5,31.8,-279.5
206,0.439,-0.343,-0.633,-145.6,408.9,-136.3
226,0.16,0.166,-0.148,-140.0,98.0,-349.6
246,0.087,0.049,-0.28,-168.7,-45.8,-494.1
270,-0.016,0.014,0.086,-13.3,6.1,-482.1
290,0.735,0.61,0.696,-288.4,515.1,-511.2
310,-0.997,1.398,0.982,-199.3,369.6,-204.6
330,-1.29,0.946,0.04,14.9,69.7,-217.9
350,-0.937,1.035,0.435,-101.8,-387.5,73.9
370,-0.843,1.096,0.49,-306.0,-521.1,279.7
391,-0.114,1.744,1.634,-223.2,-545.8,-2.8
412,1.214,1.607,1.87,-363.4,-197.1,22.2
432,0.92,0.542,0.691,155.8,2.2,-159.1
453,0.662,0.724,0.04,366.1,-211.6,-238.0
473,0.166,0.246,-0.278,614.7,-525.8,-174.8
493,0.025,0.244,-0.19,642.9,-551.7,-168.8
515,0.014,0.097,-0.156,654.4,-561.4,-160.7
535,0.014,0.097,-0.153,659.8,-558.7,-142.6
555,-0.596,1.643,0.239,241.4,-699.9,46.4
575,-0.463,0.657,-0.31,3.1,131.9,441.5
595,-0.294,1.198,-0.191,189.4,198.5,765.4
615,0.448,1.841,-1.299,82.3,679.4,1261.2
635,2.192,2.464,-3.367,140.7,1221.4,430.4
658,1.593,-1.344,1.0,92.4,568.1,79.3
678,-0.052,0.018,0.029,-88.0,260.9,47.1
698,-0.022,0.009,0.036,-128.8,105.9,-38.7
718,-0.009,0.007,0.035,-129.1,105.8,-38.4
741,-0.012,0.008,0.035,-129.4,105.4,-37.8
762,-0.631,0.705,0.022,-89.7,157.7,-383.4
782,1.251,1.647,0.834,-149.2,395.7,-1016.7
802,0.881,2.318,2.025,-346.1,156.1,-495.6
