time_ms,ax,ay,az,wx,wy,wz
0,-0.657,0.459,0.698,4.6,91.7,10.2
20,-0.72,0.468,0.687,-1.3,114.3,16.6
40,-0.834,0.473,0.643,-7.7,134.1,24.0
63,-0.869,0.509,0.682,-12.8,185.7,34.7
86,-0.967,0.503,0.663,-4.2,250.4,37.1
106,-1.035,0.517,0.671,3.9,287.6,38.8
126,-1.041,0.513,0.618,17.4,322.7,41.6
146,-1.024,0.499,0.563,29.7,370.4,51.0
167,-1.077,0.533,0.521,38.2,399.6,66.7
187,-1.082,0.54,0.41,48.0,343.8,86.1
207,-0.858,0.428,0.409,63.5,303.5,83.3
227,-0.661,0.374,0.347,74.8,272.8,80.7
247,-0.432,0.318,0.276,97.3,280.6,61.2
267,-0.208,0.263,0.114,129.8,327.6,49.4
289,-0.244,0.321,0.065,144.8,326.7,48.2
309,-0.152,0.398,0.266,145.8,361.1,-28.2
329,0.031,0.478,-0.14,132.7,487.4,-37.3
351,-0.27,-0.129,-0.099,399.7,504.3,-178.9
372,-0.067,0.022,-0.047,380.5,487.6,-167.8
392,0.033,0.488,-3.03,-818.4,540.8,79.7
412,0.805,0.091,-2.89,-1125.8,-131.1,-518.0
432,0.161,7.926,-3.302,-1224.5,-652.3,-116.9
452,-1.41,1.702,0.287,-487.5,-56.2,480.6
472,0.113,1.809,-0.586,4.9,90.4,272.0
494,0.149,0.434,-0.241,80.5,115.9,156.1
514,0.143,-0.097,0.375,-93.8,51.4,202.0
535,-0.104,0.023,0.744,-366.5,-31.1,292.4
556,-0.232,0.167,0.155,-757.0,-300.2,188.8
576,-0.804,-0.743,0.897,-699.1,-939.3,-526.8
596,-0.117,-0.107,-0.037,-583.4,-1055.6,-800.7
616,-0.044,0.304,-0.347,-403.4,-949.9,-777.2
637,-0.238,12.615,2.995,-115.1,86.4,-1167.4
661,-0.963,1.144,0.91,-162.8,-519.7,-1053.2
681,-1.714,-0.846,1.189,-84.5,-311.2,-327.9
701,-0.011,0.065,-0.019,-166.5,-329.0,-379.4
721,5.806,2.682,-2.173,251.7,-541.3,-11.4
742,0.285,0.739,-0.568,-77.6,-661.3,-426.0
762,-0.292,0.481,-0.326,21.7,-756.9,-668.3
782,-1.035,-0.413,-0.237,-119.4,-994.2,-137.5
802,-0.239,-8.691,10.659,588.0,-1062.8,-881.3
823,1.043,0.808,1.105,685.0,-1030.6,-1266.6
844,-0.8,1.985,-1.276,308.4,-99.4,-923.6
864,-0.285,0.535,-0.192,-26.0,-264.8,-881.8
886,-0.563,-0.093,-0.294,-72.4,-441.8,-619.2
906,-2.569,-2.937,-0.961,659.8,-1083.3,-393.6
926,1.246,-2.965,3.294,735.5,-289.9,-87.7
949,0.535,0.795,0.246,766.2,-282.8,-178.4
973,-1.358,2.922,-2.97,1312.0,201.6,139.9
993,0.165,2.267,-1.853,1924.7,-171.1,-41.0
1013,-0.17,-2.345,-0.46,572.8,-123.8,7.5
1033,-0.272,0.021,0.192,364.0,-200.2,83.3
1053,-0.543,0.203,0.586,20.5,-169.8,243.7
1073,-0.04,0.127,0.106,364.3,-215.6,487.1
1093,0.036,0.613,0.498,417.2,-196.5,429.1
1113,0.496,1.586,0.151,1126.5,-357.2,-162.4
1133,-0.017,0.305,-0.402,1246.2,-389.2,-253.4
1155,-0.519,-0.236,-1.893,1165.2,-727.7,122.2
1175,-3.606,-3.383,3.056,1051.4,-377.8,96.4
1197,-0.217,0.119,0.017,1306.1,-527.3,242.8
1218,0.325,1.116,1.153,114.3,-1094.5,299.5
1239,0.131,0.31,0.332,-239.1,-575.6,67.4
1259,0.078,-0.017,0.322,-322.5,-235.9,82.8
1279,0.453,-0.541,0.624,-131.9,146.1,300.0
1299,0.299,-0.293,0.342,-87.2,362.2,443.5
1321,-0.495,-0.06,0.823,65.3,481.6,417.4
1341,-2.596,-0.342,2.528,-30.3,73.1,-89.2
1361,-0.703,-1.207,1.519,139.1,-238.2,-114.9
1381,0.403,-1.159,1.448,387.2,-88.9,-81.4
1401,0.078,0.769,2.361,362.6,118.2,36.8
1421,-0.353,0.314,0.339,185.9,319.4,32.2
1441,-0.389,0.219,-0.48,233.6,645.8,-161.0
1462,-1.602,-1.203,-2.983,756.3,93.8,-278.3
1482,-0.045,0.388,-0.816,1389.2,-99.8,-136.8
1502,-3.564,-1.699,-0.814,1017.9,-224.1,-307.5
1522,-0.048,0.211,-0.223,970.0,-233.1,-329.7
1545,-0.391,0.397,-0.482,1005.3,-106.7,-553.4
1565,-2.103,3.774,-0.868,1526.0,1260.4,-485.1
1585,-2.319,0.875,-1.955,1455.5,1033.3,-709.3
1605,0.603,-0.298,-0.008,93.1,-176.4,271.8
1625,-0.778,-0.414,-0.554,-19.8,-425.8,254.6
1645,-1.047,-0.481,0.112,34.0,-180.5,383.4
1666,-0.719,0.048,0.187,17.5,-45.1,393.1
1687,-0.684,0.092,-0.091,-50.7,-68.2,277.6
1707,-0.652,-0.011,-0.048,55.5,-20.9,43.8
1727,-0.845,-0.21,0.149,29.0,149.5,-59.5
1748,-1.221,-0.501,-0.414,55.5,305.3,-67.8
1768,-1.267,-0.118,-0.854,202.0,250.3,-14.7
1789,-0.908,0.536,-1.135,135.4,351.1,71.3
1809,-0.175,1.138,-2.035,-255.1,229.6,113.5
1829,0.724,1.633,-0.985,-373.6,8.0,23.5
1851,0.272,1.181,-0.64,-484.1,-68.0,-148.6
1872,-0.245,0.434,-0.486,-484.8,-46.9,-167.0
1893,-0.634,0.005,-0.374,-327.1,-94.9,-392.5
1916,-1.096,-0.6,-0.622,57.9,-346.4,-842.3
1936,-1.357,-1.388,0.091,420.9,-443.5,-738.8
1956,1.019,-4.237,-0.783,923.9,70.6,-399.3
1978,-0.148,-0.003,-0.076,892.5,246.1,-125.3
1998,-0.132,0.081,-0.11,731.5,602.5,105.3
2018,-5.037,3.375,-3.4,453.3,734.3,-725.5
2038,-1.403,-0.969,-2.111,247.9,985.6,-931.0
2061,1.926,-3.631,-1.009,-74.7,109.2,-1038.5
2081,-0.051,0.184,1.169,253.7,-213.4,-722.3
2101,0.616,0.329,0.692,-320.1,181.7,-203.7
2121,0.848,-1.775,1.968,-188.2,433.4,96.3
2141,-1.403,-1.216,1.36,-368.4,438.2,-123.9
2165,0.056,0.049,-0.077,-601.9,472.0,-272.0
2189,3.029,-2.081,-2.618,-1036.4,-70.3,-143.0
2209,0.976,1.285,-1.992,-597.9,493.7,30.5
2233,2.302,0.676,0.004,16.1,1028.8,-235.4
2254,0.668,0.456,0.503,210.4,148.8,14.6
2274,0.342,0.206,0.375,160.4,5.8,190.2
2294,-0.01,0.012,0.038,90.4,6.0,231.4
2314,0.28,-1.243,1.596,-387.5,-88.1,942.7
2334,-0.502,-0.695,-1.019,-1484.2,185.7,757.3
2356,-0.254,0.244,-1.613,-1305.9,690.2,5.9
2376,0.743,-0.309,-2.033,-907.1,582.6,115.3
2397,1.465,0.172,0.765,-331.9,257.3,785.4
2417,1.294,-1.093,-0.817,426.6,658.6,1093.8
2441,0.647,0.067,0.349,610.6,707.0,1400.4
2461,-8.842,-0.041,4.057,217.7,140.8,362.6
2481,-0.026,0.03,0.033,-67.4,26.3,397.7
2504,-0.049,-0.044,0.002,-61.5,28.7,355.4
2524,-0.102,-2.732,-2.703,-10.0,949.3,-1141.6
2546,2.463,0.224,0.16,-57.4,1347.1,-361.0
2566,0.752,-0.79,0.632,403.2,609.4,265.3
2586,-4.158,-2.157,3.693,191.9,800.1,-28.5
2608,-0.168,-0.083,-0.157,-70.0,1203.4,-127.2
2628,-2.379,-1.872,-1.776,-505.3,1411.0,399.4
2648,-0.598,0.181,-1.826,-4.9,1458.2,301.0
2668,0.943,-0.592,-0.782,149.1,24.4,-581.2
2688,0.024,-0.025,-0.052,217.3,-287.2,-441.2
2708,0.107,-0.259,-0.071,303.5,-264.3,-372.6
2728,-0.011,0.058,-0.034,462.5,-203.4,-260.5
2748,0.9,-1.108,0.894,50.9,1465.8,431.6
2771,-1.573,-1.195,0.921,-372.8,990.4,171.9
2791,-1.681,-1.968,-2.496,-619.4,566.1,-282.8
2811,3.317,-1.583,-3.14,-636.8,557.2,-73.0
2831,0.871,0.201,-0.638,38.5,545.3,93.8
2851,1.428,-0.613,-0.926,122.9,809.9,-77.9
2871,0.653,-1.118,0.628,293.7,474.3,-690.5
2892,1.441,0.44,0.915,453.8,207.1,-197.1
2912,-0.03,0.015,0.004,290.8,304.1,-101.2
2932,-0.037,0.013,0.005,287.0,305.9,-104.1
2952,-1.048,-0.942,-0.164,-1081.0,845.8,-1500.2
2972,2.999,-1.992,-0.695,-610.5,125.9,-960.4
2992,2.384,2.027,1.282,32.4,-404.7,-939.5
3012,0.476,0.676,0.614,-341.1,-89.8,-878.3
3032,-1.907,2.84,2.498,-411.8,-16.4,-179.6
3052,-0.259,0.729,0.979,-700.3,-201.0,17.3
3072,0.927,0.663,1.294,-1174.4,260.3,272.9
3094,0.632,-0.39,0.234,-901.1,765.5,391.0
3114,-1.318,-2.487,-0.752,-144.2,174.2,359.0
3134,-0.012,0.005,0.041,-48.3,-39.4,42.9
3154,-0.011,-0.091,0.089,-43.4,-35.0,9.3
3174,3.401,0.948,-0.284,-91.2,117.0,-564.6
3194,0.79,0.424,0.721,-76.4,211.1,-104.4
3214,0.382,-0.059,0.525,-83.3,213.1,50.1
3234,0.475,-0.668,1.024,-83.3,214.2,4.5
3255,-0.601,-1.445,1.598,-418.3,188.1,-139.5
3275,-0.554,-0.763,0.468,-425.4,84.4,-83.5
3295,-0.26,-1.303,0.038,-381.0,-42.3,134.6
3319,-0.553,-0.661,0.457,-291.2,-40.4,88.5
3339,-0.833,-1.038,0.447,-152.3,-5.2,-78.6
3359,-0.549,-0.631,0.389,48.0,-40.3,-224.3
3379,-0.683,-0.663,0.59,145.8,-210.7,-512.1
3399,-0.458,-0.485,0.544,238.5,-411.6,-738.0
3423,1.008,-1.099,1.327,236.0,-516.8,-665.9
3443,0.498,-0.297,0.468,326.9,-534.2,-652.4
3463,0.698,0.071,0.496,432.0,-710.7,-639.5
3483,0.61,0.535,0.127,333.4,-1011.9,-463.4
3503,0.26,0.155,-0.671,312.7,-1382.0,-521.0
3524,1.387,0.477,-2.212,-133.8,-1496.3,-960.4
3544,0.086,0.958,-1.492,-260.8,-1739.5,-982.1
3567,-0.131,0.578,-1.152,-221.5,-1881.9,-995.1
3587,-10.729,4.676,4.308,227.6,-325.0,-1443.6
3607,-0.141,0.452,-0.121,308.2,-335.4,-1395.3
3627,-0.147,0.451,-0.124,345.5,-333.7,-1379.0
3649,-0.158,0.448,-0.13,398.0,-330.2,-1368.7
