time_ms,ax,ay,az,wx,wy,wz
0,0.444,0.64,0.417,388.3,-49.6,53.4
20,0.812,0.187,0.274,384.5,24.9,30.0
44,1.034,0.224,0.385,64.6,-65.3,14.4
65,1.361,-0.139,0.35,87.9,-43.6,139.4
85,1.138,-0.172,0.228,101.0,-165.4,53.9
105,1.462,-0.068,0.212,16.6,-265.4,-57.0
125,1.698,-0.19,0.217,-115.9,-271.0,-158.5
145,1.697,-0.243,0.345,-188.2,-242.9,-122.9
165,1.325,-0.284,0.36,-187.2,-273.5,-133.7
185,1.179,-0.207,0.253,-125.7,-336.0,-170.4
205,1.041,-0.157,0.29,-104.8,-354.0,-171.0
225,0.863,-0.028,0.183,-21.0,-412.0,-130.7
245,0.665,0.446,0.09,-49.4,-455.3,-117.6
265,0.487,0.368,0.009,-190.5,-499.6,-107.2
287,0.139,0.19,-0.011,-265.5,-475.1,-98.4
307,-0.153,0.099,-0.406,-151.7,-419.4,-197.4
331,-0.68,0.667,-0.012,423.6,55.4,186.9
351,-0.049,0.599,-1.037,210.7,439.8,574.4
371,-0.164,0.544,-0.735,-58.1,722.7,675.5
391,0.157,0.804,-0.835,101.7,504.4,371.5
411,0.491,0.53,-0.89,-38.5,468.1,314.3
431,0.5,0.573,-0.95,-273.5,330.1,269.9
453,0.853,0.774,-1.326,-203.6,169.4,235.0
473,0.692,0.69,-1.803,-195.3,127.4,148.4
494,0.839,1.022,-1.621,-134.2,53.9,79.1
514,0.754,0.937,-1.18,-81.4,-62.3,10.5
534,0.63,0.795,-1.06,-61.3,-30.4,56.7
555,0.464,0.693,-1.305,48.3,116.5,253.1
575,0.613,1.134,-1.055,184.5,189.7,316.8
595,1.132,0.76,-0.789,218.4,291.5,450.0
615,0.837,0.392,-0.156,254.7,477.4,698.8
637,-0.024,0.172,-0.093,279.0,486.6,724.0
660,-0.022,0.171,-0.08,308.7,473.5,719.4
680,-6.674,-4.637,5.326,-440.6,1119.8,1397.6
700,-0.145,0.71,-0.673,-229.1,1172.6,1436.4
720,-0.125,0.719,-0.638,-125.0,1161.0,1462.0
741,-0.102,0.727,-0.621,10.0,1147.4,1473.0
761,-0.082,0.736,-0.602,117.8,1124.7,1484.1
781,-0.061,0.736,-0.588,224.3,1105.3,1486.4
804,5.803,-1.281,-3.899,491.6,1816.2,751.8
826,-0.172,0.454,-1.044,578.9,1802.4,732.9
846,-0.178,0.449,-1.036,630.9,1793.9,703.0
866,-0.192,0.446,-1.029,715.5,1769.6,665.7
888,-0.15,0.362,-0.682,878.2,1420.6,429.7
908,-0.194,0.324,-0.715,890.1,1424.4,390.7
928,-0.202,0.313,-0.716,894.3,1428.2,355.4
948,-0.278,0.196,-0.246,1001.6,780.4,-565.4
968,-1.435,-0.303,-1.15,324.6,1248.9,-393.4
988,-0.141,-0.035,-0.249,291.2,1253.7,-423.2
1008,3.745,-2.419,-1.671,-117.1,604.9,12.5
1028,-0.011,0.007,-0.058,-86.8,615.4,20.6
1048,1.822,-1.872,-2.515,-85.9,599.0,96.3
1072,0.772,-0.796,-0.729,-42.0,633.7,67.4
1092,0.595,-0.545,-0.513,3.2,687.4,24.3
1112,0.471,-0.475,-0.385,137.2,853.5,-62.0
1132,0.257,-0.196,0.321,-29.6,370.9,-679.3
1155,0.192,-0.209,0.288,-18.7,333.5,-747.0
1175,0.01,0.053,0.029,-197.6,-197.4,-295.4
1195,0.719,0.168,0.114,-121.3,-469.4,-48.3
1215,4.355,1.953,0.555,-299.9,-220.9,455.5
1235,0.915,-0.221,-0.44,-289.4,127.8,-170.5
1255,0.8,-0.122,0.237,-78.7,-62.5,64.6
1275,1.01,-0.096,0.011,1.5,11.5,-22.2
1296,0.976,0.045,0.122,0.4,-9.9,7.9
1316,0.992,0.032,0.091,0.7,-1.1,1.5
1336,0.991,0.02,0.081,0.7,-2.4,-0.5
1356,0.99,0.019,0.081,0.7,-2.8,0.2
1376,0.989,0.02,0.081,0.7,-2.7,0.2
1396,0.993,0.019,0.081,0.7,-2.7,0.0
1417,0.991,0.017,0.08,0.7,-2.7,0.1
1437,0.99,0.018,0.08,0.7,-2.7,0.0
1457,0.988,0.019,0.078,0.7,-2.5,0.2
1477,0.989,0.02,0.081,0.7,-2.5,0.0
1497,0.988,0.016,0.082,0.6,-2.6,0.1
1517,0.989,0.018,0.083,0.7,-2.7,0.1
1539,0.991,0.017,0.08,0.7,-2.7,0.1
1559,0.99,0.019,0.079,0.7,-2.5,0.1
1579,0.992,0.019,0.083,0.7,-2.5,0.1
1601,0.988,0.018,0.08,0.7,-2.5,0.3
1621,0.991,0.017,0.082,0.7,-2.6,0.2
1642,0.991,0.018,0.078,0.7,-2.5,0.1
1662,0.989,0.021,0.078,0.7,-2.5,0.1
1685,0.99,0.02,0.078,0.6,-2.5,0.1
1705,0.991,0.018,0.082,0.7,-2.6,0.2
1727,0.989,0.018,0.081,0.7,-2.5,0.1
