time_ms,ax,ay,az,wx,wy,wz
0,0.946,1.256,1.031,495.6,-388.0,173.1
20,0.239,0.451,0.357,154.0,-34.5,46.9
41,-0.599,1.25,-1.365,275.0,-176.9,-294.4
62,-1.902,0.033,-0.879,638.0,-503.8,-982.7
82,-3.209,-1.354,0.411,169.7,-349.8,-967.6
102,1.88,-6.312,-0.993,744.1,-185.7,-879.4
122,-0.079,-0.271,0.306,892.9,53.1,-413.1
142,-0.184,0.094,-0.156,1093.6,80.2,-83.7
162,-2.842,2.615,0.792,1219.1,63.4,-243.0
182,-1.406,2.076,-1.589,1323.9,327.9,-694.1
206,-0.802,0.906,-3.863,487.2,241.9,-279.6
226,-1.465,-1.103,-0.507,59.7,-51.3,61.6
247,-0.055,-0.035,0.059,-58.8,-76.1,71.4
267,0.705,0.162,0.834,1722.7,-814.7,-119.7
287,0.474,4.997,1.235,1603.6,-584.1,-136.2
307,-0.289,1.551,-0.127,1049.0,22.8,-704.2
327,-2.078,0.976,-0.348,412.0,-38.7,-339.2
347,-0.954,-0.425,-0.276,603.6,-524.0,-205.9
367,-4.238,0.902,2.812,483.2,-759.2,-646.4
390,0.115,-2.87,2.121,-464.6,-770.3,-195.0
412,0.779,-0.751,0.91,-177.1,182.8,210.1
432,-0.837,-0.652,0.809,-234.5,88.2,366.7
453,-0.565,0.486,0.497,-101.0,67.8,450.4
473,-1.243,1.628,-0.329,1124.8,-179.6,-389.1
493,-0.558,2.045,-1.993,1184.4,-30.9,-765.7
515,-2.69,0.3,-2.438,1008.2,422.9,-519.4
535,-0.949,0.108,-0.195,959.5,-179.5,-92.1
556,0.084,0.035,0.525,965.1,-234.2,47.4
576,-0.452,2.333,0.946,147.8,241.9,639.2
597,-0.854,1.894,1.531,74.0,19.3,769.4
617,0.766,1.098,1.407,318.7,78.2,447.5
637,0.104,2.087,0.057,716.5,103.8,326.8
657,-0.484,1.343,-0.156,455.7,36.1,442.0
678,-0.288,-0.102,-2.467,435.1,-314.3,-118.3
698,-3.811,-2.051,0.101,0.4,-260.6,482.1
721,-2.626,-0.009,-0.358,15.0,-560.3,297.7
741,-0.86,0.704,-0.098,-17.1,-499.0,278.9
761,-0.063,0.814,-0.247,59.6,-358.6,353.9
783,1.114,0.814,-0.269,215.5,-500.5,619.2
807,2.755,-0.47,-1.357,86.3,75.6,242.9
827,1.308,0.168,-0.502,20.3,-16.6,-337.1
847,1.015,1.182,-0.652,-5.3,-52.0,-396.0
867,0.033,1.698,-0.787,-81.9,255.1,-92.8
887,-1.789,1.182,-0.461,-271.6,-54.5,-273.6
911,-2.598,1.927,0.691,-353.5,-488.9,-1177.7
931,-3.068,-7.776,1.25,140.6,-439.0,-621.6
952,0.013,-0.38,0.409,198.4,-7.9,-42.6
972,-1.124,0.739,0.461,390.8,115.9,60.0
