time_ms,ax,ay,az,wx,wy,wz
0,-1.415,1.641,-2.071,5.8,-6.8,77.4
22,-1.135,0.376,-0.419,311.0,23.8,-6.0
42,-1.371,0.778,-0.201,66.5,-13.3,144.7
62,-1.802,0.235,0.05,-73.1,-173.5,-57.8
83,-1.855,-0.252,-0.186,-30.4,-141.7,-26.8
103,-1.852,-0.718,-0.703,160.0,-225.4,-1.4
123,-1.273,-0.633,-0.593,269.5,-218.1,81.3
143,-1.142,-0.42,-0.581,302.4,-250.8,173.5
164,-0.993,-0.436,-0.476,221.4,-180.8,83.3
184,-0.977,-0.286,-0.363,118.0,-214.1,-31.2
204,-0.83,-0.277,-0.305,103.9,-245.4,-2.8
224,-0.73,-0.217,-0.292,247.1,-436.0,211.9
247,-0.182,0.151,0.26,256.2,-414.0,227.8
267,0.246,0.2,0.278,330.7,-259.1,158.5
287,0.031,0.09,0.055,345.8,-192.0,76.2
307,-1.014,0.787,-0.317,269.5,-519.3,88.0
327,0.783,1.702,0.61,-10.5,-432.8,73.2
347,0.931,0.851,0.441,-475.1,-176.0,-401.3
367,0.63,0.945,0.592,-748.0,134.3,-683.9
388,1.507,-0.446,1.428,-649.5,919.8,-906.2
408,-2.049,1.195,2.908,290.5,1313.2,-469.1
428,-2.3,0.912,0.672,36.4,1013.8,-383.5
448,-1.174,0.924,0.549,226.5,899.3,-4.7
468,-3.581,1.001,-0.463,291.5,646.2,-167.4
492,-2.067,1.398,-1.134,336.9,392.2,-290.5
512,-1.532,0.916,-1.462,248.6,279.0,-446.2
533,-0.691,0.342,-1.383,317.8,567.9,-360.0
554,-0.182,-0.096,-0.337,484.3,966.6,-475.5
574,-0.156,-0.003,-0.127,447.6,983.6,-496.3
594,-0.143,-0.009,-0.115,403.6,991.4,-508.9
614,-0.144,-0.018,-0.109,364.1,997.5,-519.4
634,-0.812,-0.613,-1.991,1176.1,2005.5,1011.9
654,-0.626,1.151,-3.162,1245.2,2293.4,924.6
677,-0.658,1.07,-3.121,1307.5,2293.4,804.0
697,-0.695,0.991,-3.09,1334.4,2293.4,674.3
717,-0.734,0.906,-3.035,1337.4,2293.4,554.6
737,4.888,-4.794,2.556,1219.1,2276.1,827.1
757,-6.544,-4.752,-3.353,1436.6,2293.4,1293.0
779,-0.606,1.546,-3.317,1575.5,2293.4,1174.5
799,-0.655,1.475,-3.294,1689.6,2293.4,1009.6
820,-0.729,1.379,-3.26,1748.5,2293.4,885.9
842,-0.697,0.642,-1.892,734.5,1890.2,879.2
863,-0.258,0.65,-1.474,818.7,2105.8,834.6
884,-0.275,0.638,-1.47,876.6,2097.6,782.1
904,-0.289,0.621,-1.47,923.8,2091.9,729.9
925,-0.295,0.595,-1.461,971.2,2089.5,679.4
945,8.728,-7.537,-0.216,-479.9,983.7,300.8
965,0.449,-0.741,0.329,-345.3,820.8,-170.1
985,0.671,-0.25,0.183,-436.3,386.9,-187.6
1006,0.033,0.045,-0.019,-490.4,267.3,-259.2
1026,0.033,0.045,-0.022,-492.8,166.5,-199.9
1046,-0.012,0.031,-0.037,282.5,-363.3,-101.7
1066,0.08,1.468,-2.183,355.6,-256.0,141.4
1086,0.012,0.119,-0.943,397.1,-301.9,122.0
1108,0.989,1.005,-2.418,502.7,-608.0,31.5
1128,-0.02,0.007,-0.132,139.0,-754.8,-24.5
1148,1.336,0.626,-4.816,-774.5,-252.7,-339.0
1171,-0.582,-0.98,-2.197,78.4,33.8,-446.8
1191,-0.405,0.386,-1.603,347.7,-132.2,-308.9
1211,0.12,-0.102,-0.85,-40.6,47.1,-117.3
1231,0.276,0.02,-0.722,-30.6,-10.3,-5.4
1251,-0.01,-0.003,-0.973,14.5,3.2,1.8
1271,0.02,0.019,-0.971,1.2,-2.2,0.5
1291,0.02,0.01,-0.963,0.9,-3.0,0.2
1311,0.018,0.005,-0.961,1.2,-2.7,0.0
1333,0.013,0.001,-0.961,0.7,-2.6,0.1
1353,0.011,0.003,-0.966,0.5,-2.5,0.1
1374,0.014,0.004,-0.965,0.6,-2.7,0.2
1394,0.012,0.001,-0.961,0.7,-2.6,0.0
1414,0.012,0.001,-0.965,0.8,-2.5,0.1
1434,0.015,0.004,-0.961,0.7,-2.6,0.2
1454,0.01,0.005,-0.959,0.8,-2.4,0.2
1474,0.013,0.001,-0.962,0.7,-2.6,0.2
1494,0.013,0.0,-0.962,0.7,-2.5,0.2
1515,0.016,0.006,-0.962,0.7,-2.5,0.0
1535,0.012,0.004,-0.962,0.7,-2.5,0.1
1555,0.011,0.002,-0.963,0.8,-2.5,0.2
1575,0.013,0.001,-0.963,0.7,-2.6,0.2
1595,0.014,0.003,-0.96,0.6,-2.6,0.2
1615,0.014,0.006,-0.962,0.7,-2.5,0.2
1635,0.015,0.004,-0.96,0.7,-2.5,0.2
1655,0.012,0.0,-0.962,0.7,-2.6,0.2
1675,0.011,0.002,-0.961,0.7,-2.5,0.1
