time_ms,ax,ay,az,wx,wy,wz
0,0.463,-1.348,-0.028,24.5,-130.6,-342.1
20,0.185,-1.106,-0.179,44.5,37.9,-190.8
40,0.598,-1.369,-0.274,72.6,137.9,21.8
63,0.287,-1.44,-0.178,96.6,196.8,89.4
84,0.3,-1.514,-0.213,159.1,153.5,88.2
104,0.433,-1.501,-0.309,194.7,208.3,116.9
124,0.388,-1.305,-0.438,194.1,210.2,194.3
145,0.087,-1.042,-0.42,203.9,143.3,217.2
166,0.129,-0.944,-0.318,267.9,113.3,220.3
186,0.044,-0.797,-0.364,304.2,65.3,224.3
210,-0.154,-0.58,-0.235,356.2,5.2,103.8
230,-0.39,-0.343,0.062,369.5,16.3,-63.3
250,-0.491,-0.223,0.031,361.7,-8.8,-59.7
270,-0.164,-0.111,0.15,449.2,-25.9,-16.3
290,-0.378,-0.247,0.586,514.9,-159.6,-73.8
311,-1.096,0.862,1.471,191.8,-437.9,-160.3
331,0.376,1.269,1.618,-338.9,-103.2,-394.0
354,0.407,0.519,0.593,-706.5,204.6,-344.6
374,-1.342,-0.583,1.388,-737.2,-179.9,-421.1
394,-0.626,-0.689,1.191,-748.5,-365.8,-323.8
416,0.398,-0.894,1.428,-746.6,-332.9,-184.3
436,1.386,-2.196,0.263,-259.5,-29.3,42.2
458,0.005,-1.224,1.117,-90.7,27.0,-65.0
478,0.009,-0.848,1.017,-166.3,-95.3,19.5
499,0.057,-0.917,1.084,-228.7,-132.3,67.5
519,0.248,-0.944,1.075,-381.5,-166.1,133.9
539,0.001,-0.851,1.007,-500.5,-34.3,215.1
562,-0.464,-0.689,0.474,-1121.3,115.4,132.5
582,-0.868,-1.121,-0.613,-1421.7,165.5,1.9
602,0.035,0.379,-0.445,-1421.4,166.8,222.8
625,-0.072,0.021,-0.056,-338.5,-684.3,191.3
645,-0.075,0.026,-0.073,-353.5,-678.7,182.4
665,4.493,1.232,-0.49,-412.3,576.7,1650.6
685,0.745,1.497,-0.748,-1161.3,923.5,1127.9
707,-0.164,0.675,-0.732,-1099.9,949.5,1178.0
727,-0.17,0.678,-0.713,-999.3,981.5,1236.2
750,-0.177,0.68,-0.696,-914.9,1002.8,1284.8
773,-0.319,1.02,-0.907,-1090.1,1021.7,1661.8
793,-3.167,-2.114,-3.294,-546.8,505.2,1532.5
815,-0.213,0.63,-0.277,-493.1,509.8,1553.5
835,-0.199,0.634,-0.258,-406.9,515.6,1577.8
855,-0.181,0.639,-0.243,-328.2,515.8,1593.6
875,-0.159,0.639,-0.232,-275.5,490.5,1587.4
895,-0.116,0.188,-0.086,-582.8,158.4,752.0
916,-0.108,0.193,-0.089,-573.7,167.8,753.7
936,-0.103,0.194,-0.087,-560.5,180.6,763.9
956,2.668,1.179,0.035,-180.3,-637.9,1374.3
976,6.51,0.151,-0.243,79.1,704.0,-233.2
996,0.228,-0.021,0.15,-189.7,-14.6,-3.7
1016,0.543,-0.125,0.214,-319.4,-448.2,-7.6
1040,0.373,-0.169,-0.097,-81.2,10.0,-2.8
1061,0.893,-0.491,-0.184,-53.7,-6.3,13.5
1085,1.02,0.176,0.147,-0.7,1.1,-5.7
1105,0.979,-0.06,0.042,0.5,0.2,-8.6
1125,0.986,-0.019,0.073,0.7,-3.5,1.0
1145,0.989,-0.003,0.075,0.7,-2.4,-1.0
1166,0.99,-0.001,0.076,0.8,-2.5,-0.3
1186,0.989,-0.001,0.077,0.8,-2.7,0.0
1208,0.99,0.001,0.079,0.7,-2.7,0.0
1230,0.991,0.001,0.076,0.6,-2.5,0.2
1253,0.99,0.003,0.076,0.7,-2.6,0.0
1273,0.989,0.002,0.076,0.7,-2.6,0.2
1293,0.99,0.001,0.076,0.7,-2.7,0.1
1316,0.991,0.002,0.075,0.6,-2.8,0.0
1337,0.988,0.003,0.077,0.7,-2.5,0.1
1357,0.989,0.002,0.078,0.6,-2.6,0.2
1380,0.988,0.002,0.075,0.7,-2.5,0.2
1400,0.991,0.001,0.074,0.7,-2.6,0.2
1420,0.988,0.001,0.074,0.7,-2.6,0.1
1444,0.991,0.001,0.08,0.6,-2.6,0.0
1464,0.991,0.003,0.076,0.6,-2.8,0.0
1485,0.991,0.002,0.077,0.7,-2.8,0.0
1505,0.99,0.002,0.074,0.7,-2.7,0.1
