time_ms,ax,ay,az,wx,wy,wz
0,0.441,-0.128,-1.093,-40.0,-109.2,20.8
21,0.867,-0.404,-0.936,31.0,-176.1,385.9
41,0.593,-0.4,-1.996,47.8,-320.9,191.9
62,-0.045,0.292,-1.741,-85.3,-210.8,-26.1
83,-0.286,-0.762,-1.543,-73.0,-208.5,67.6
103,-0.227,-0.603,-1.093,-31.5,-99.0,216.0
123,-0.447,-0.611,-1.023,-36.2,-142.5,209.0
143,-0.251,-0.487,-0.875,-23.7,-122.7,254.3
163,-0.205,-0.574,-0.617,-17.2,61.9,280.0
183,-0.399,-0.594,-0.46,4.0,89.1,300.9
204,-0.446,-0.311,-0.607,5.8,87.9,303.9
224,-0.454,-0.232,-0.71,1.6,79.9,314.6
244,-0.16,-0.073,-0.843,-13.4,74.7,317.8
264,-0.014,0.067,-0.936,-44.0,70.3,321.0
284,0.115,0.185,-0.864,-94.1,59.6,326.4
304,0.097,0.264,-0.894,-126.9,18.5,312.4
324,0.281,0.173,-0.629,-151.1,-33.3,330.7
344,0.428,0.254,-0.424,-148.8,-129.6,237.5
366,0.687,0.565,-0.22,-240.5,-120.8,3.0
387,1.083,0.97,-0.692,-202.8,103.3,-84.1
407,0.734,1.26,-0.027,-155.3,217.9,-101.1
429,-0.013,0.208,0.025,-148.8,209.3,-391.6
449,0.003,0.072,0.036,-131.0,191.6,-461.2
469,1.943,6.9,0.351,447.5,-89.6,-916.3
489,-0.125,2.233,-0.445,940.3,125.0,-347.2
509,-0.81,1.829,-0.934,537.8,212.6,-204.0
529,-0.634,1.687,-0.939,309.8,304.5,-294.2
549,-0.514,1.548,-1.087,98.0,393.6,-168.1
571,0.081,0.686,-0.584,306.5,300.7,-122.7
591,-0.05,0.025,-0.045,413.7,295.4,-87.0
611,-0.045,0.023,-0.019,410.0,298.6,-91.8
632,-0.04,0.024,-0.014,405.7,300.9,-96.0
653,0.023,1.57,-1.822,2211.2,1068.2,1112.5
677,0.061,1.467,-1.687,2293.4,1035.8,984.2
697,0.02,1.449,-1.708,2293.4,1019.4,889.6
717,-0.02,1.432,-1.741,2293.4,1012.6,771.8
737,-1.505,4.376,-7.528,2156.3,908.0,901.0
757,-0.003,1.182,-1.429,2289.9,857.9,680.6
777,-0.041,1.168,-1.44,2293.4,849.3,615.0
801,-0.029,0.988,-1.203,2158.1,722.2,530.3
821,-1.396,0.882,-1.093,2041.4,639.5,629.0
841,0.025,0.922,-1.076,2053.8,637.7,591.0
861,0.003,0.914,-1.09,2067.0,640.2,520.8
882,-0.02,0.908,-1.098,2074.0,645.1,476.6
902,0.093,0.732,-0.753,1730.0,571.6,736.9
922,0.075,0.729,-0.791,1755.7,555.0,684.8
943,0.074,0.304,-2.172,1699.9,471.3,596.0
965,0.117,0.425,-0.403,1376.6,184.5,611.5
985,0.112,0.424,-0.406,1385.5,170.3,593.5
1005,-6.585,-6.338,6.524,1029.8,55.7,134.7
1029,0.005,0.233,-0.245,1117.6,62.5,139.5
1049,0.002,0.233,-0.245,1117.2,66.9,134.5
1069,-0.092,6.441,9.119,553.7,-453.6,27.7
1089,-0.023,0.0,-0.13,55.0,-878.0,18.2
1109,0.626,0.257,0.271,-361.1,-113.8,-449.5
1129,0.137,0.221,0.467,-386.8,-86.6,-484.9
1149,0.094,-0.227,0.251,-66.0,548.7,-502.2
1169,-0.355,0.266,0.546,183.0,-124.0,-195.7
1189,0.173,0.386,1.047,-124.8,11.8,-116.2
1211,-0.247,-0.248,0.954,-21.7,-0.9,-0.6
1231,0.002,0.147,1.091,16.5,-9.5,1.6
1253,-0.106,-0.044,1.032,-3.7,-1.3,0.2
1273,-0.053,0.065,1.049,-2.6,-1.4,0.1
1293,-0.069,0.031,1.049,1.0,-2.4,0.2
1313,-0.075,0.025,1.047,1.2,-2.8,0.2
1333,-0.073,0.024,1.047,0.9,-2.6,0.3
1353,-0.075,0.028,1.049,0.9,-2.6,0.2
1373,-0.072,0.027,1.046,0.7,-2.6,0.2
1393,-0.074,0.029,1.049,0.7,-2.6,0.2
1413,-0.072,0.03,1.047,0.7,-2.4,0.4
1433,-0.073,0.029,1.048,0.7,-2.6,0.1
1453,-0.074,0.03,1.046,0.6,-2.6,0.3
1473,-0.071,0.029,1.047,0.7,-2.5,0.4
1493,-0.076,0.031,1.047,0.7,-2.6,0.4
1513,-0.071,0.031,1.049,0.7,-2.6,0.3
1533,-0.071,0.03,1.046,0.7,-2.5,0.2
1553,-0.074,0.032,1.047,0.7,-2.7,0.1
1573,-0.073,0.027,1.048,0.8,-2.4,0.3
1593,-0.072,0.029,1.047,0.7,-2.5,0.2
1613,-0.071,0.03,1.045,0.7,-2.6,0.2
1635,-0.072,0.03,1.049,0.7,-2.5,0.2
1655,-0.072,0.031,1.05,0.7,-2.5,0.2
1676,-0.072,0.027,1.046,0.7,-2.3,0.4
