time_ms,ax,ay,az,wx,wy,wz
0,-0.06,0.983,0.027,3.0,68.8,16.3
20,-0.721,0.837,1.088,-52.0,174.4,-61.6
42,-0.261,1.107,-0.579,-92.6,398.4,-91.5
62,-0.017,1.58,-0.347,-152.1,425.3,43.7
82,-0.251,1.838,-0.168,-40.3,516.8,421.6
102,-0.521,1.509,-0.066,-167.9,427.7,334.1
125,-0.513,1.322,0.013,-146.7,170.1,228.6
145,-0.343,1.158,0.142,-161.4,-4.9,137.4
165,-0.061,1.184,0.171,-193.9,-11.0,118.1
185,-0.062,1.093,0.033,-212.8,-37.2,130.8
205,-0.188,1.055,0.142,-220.9,-55.9,124.3
225,-0.22,1.064,0.207,-250.4,-66.0,93.0
245,-0.01,0.964,0.355,-318.0,-103.6,87.5
266,0.149,0.908,0.319,-322.1,-123.9,128.1
287,0.139,0.801,0.137,-342.3,-156.5,160.1
307,0.31,0.598,0.11,-348.0,-175.2,225.5
327,0.537,0.406,0.107,-376.6,-123.8,286.5
347,0.854,-0.05,0.081,-464.6,112.7,257.3
367,0.85,0.142,0.831,-582.7,145.3,237.1
387,0.371,-0.184,-0.447,-705.0,50.9,398.0
410,0.612,-0.775,-0.474,-394.0,184.9,597.1
434,-0.447,-2.152,-0.83,210.8,82.1,141.8
454,0.31,-2.359,0.844,15.9,275.0,281.1
474,-0.508,-2.14,0.121,-127.3,114.0,-160.0
497,0.284,-1.846,-0.599,133.2,69.6,-134.1
517,0.15,-1.606,0.089,210.0,14.4,-56.5
537,0.186,-1.466,0.203,197.4,-43.6,-48.5
558,0.215,-1.679,0.297,264.4,-75.4,-10.9
580,0.334,-1.416,0.235,387.3,-98.2,33.5
602,0.797,-1.048,0.35,542.7,-120.5,109.4
622,0.855,-0.82,0.438,766.5,-80.2,38.2
642,0.336,-0.243,0.178,985.0,-76.7,-279.8
664,-0.102,0.288,-0.3,1156.3,-81.2,-389.6
684,-0.099,0.29,-0.309,1159.7,-54.0,-381.5
705,-0.107,0.287,-0.315,1161.7,-34.5,-378.2
725,0.125,1.326,-0.329,-951.6,-433.6,-1285.1
745,0.137,0.678,-0.315,-919.6,-481.8,-1431.4
765,0.112,0.685,-0.315,-857.3,-525.2,-1498.9
785,-2.655,-1.937,2.191,-1024.3,1229.4,290.2
805,0.08,0.32,-0.794,-1022.0,1366.5,421.4
825,0.067,0.334,-0.802,-1013.9,1371.0,474.2
845,-1.891,1.001,-1.407,-83.5,2189.6,387.1
865,-0.097,0.229,-1.265,-75.0,2183.5,404.2
888,-0.146,0.162,-0.785,296.8,1732.6,290.2
908,-0.139,0.157,-0.775,293.2,1732.2,281.4
928,-0.14,0.155,-0.77,291.4,1774.7,-362.8
949,-0.243,-0.001,-0.633,451.4,1756.1,-290.2
969,-0.232,3.013,3.825,-444.7,966.4,-290.5
989,0.063,0.0,-0.176,-489.7,968.5,-282.9
1009,0.065,0.005,-0.181,-510.2,960.6,-268.6
1029,0.066,0.012,-0.193,-526.0,1057.2,-92.2
1049,-2.324,-0.927,-4.646,33.9,197.5,326.3
1069,-0.011,0.056,-0.003,342.5,169.1,324.8
1089,-0.525,1.055,-2.29,423.8,64.2,114.0
1109,-0.08,0.057,-0.178,432.1,68.4,102.6
1132,-0.47,0.331,-0.492,556.2,45.3,-63.9
1152,-1.039,0.515,-1.407,584.7,-38.2,-104.5
1172,-0.511,-0.116,-0.322,285.9,-10.5,111.5
1192,-1.274,-0.345,-0.373,248.3,-367.5,119.2
1212,-0.892,0.101,-0.41,195.4,-592.2,42.5
1232,-1.628,-0.108,-0.105,105.1,-646.1,-0.7
1252,-0.912,-0.032,0.576,13.9,-48.1,12.7
1272,-0.686,0.018,0.475,11.4,145.1,-2.8
1293,-1.368,0.032,-0.011,-4.1,291.2,-11.0
1313,-0.917,-0.033,-0.36,10.5,-87.1,2.8
1333,-1.329,-0.018,0.203,5.8,-103.3,6.0
1353,-1.02,0.012,-0.041,-0.9,62.0,-8.6
1373,-1.045,-0.038,0.032,1.3,-28.4,6.5
1395,-1.044,0.003,-0.01,0.5,5.7,-3.5
1415,-1.023,0.009,0.021,0.7,-1.5,0.2
1438,-1.031,0.0,0.003,0.7,-2.2,-0.2
1458,-1.033,-0.003,-0.001,0.7,-2.5,0.2
1480,-1.032,-0.004,0.0,0.7,-2.6,0.2
1500,-1.029,-0.002,0.0,0.8,-2.6,0.0
1520,-1.03,-0.005,-0.003,0.8,-2.5,0.2
1540,-1.029,-0.002,0.0,0.7,-2.6,0.2
1560,-1.031,-0.003,0.002,0.7,-2.6,0.1
1580,-1.029,-0.002,0.002,0.8,-2.5,0.2
1600,-1.031,-0.005,0.001,0.8,-2.5,0.1
1622,-1.029,-0.005,0.0,0.8,-2.6,0.1
1642,-1.032,-0.002,0.0,0.7,-2.7,0.0
1664,-1.028,-0.003,0.0,0.7,-2.6,0.1
1684,-1.028,-0.002,0.0,0.7,-2.5,0.1
1704,-1.029,-0.003,0.0,0.7,-2.5,0.2
1726,-1.028,-0.004,-0.001,0.7,-2.5,0.1
1746,-1.03,-0.003,0.002,0.7,-2.5,0.1
1768,-1.031,-0.002,0.001,0.6,-2.6,0.2
1788,-1.029,-0.006,0.001,0.7,-2.7,0.2
1809,-1.029,-0.003,0.0,0.7,-2.6,0.0
