time_ms,ax,ay,az,wx,wy,wz
0,1.336,2.067,1.108,188.6,-8.1,-4.2
20,1.065,-0.088,-0.03,350.3,-6.1,-7.0
40,1.853,0.335,0.576,189.9,9.5,24.2
61,1.134,-0.142,0.246,5.1,-11.0,77.0
82,1.436,0.079,0.183,134.5,-93.9,97.6
102,1.538,0.221,0.031,159.1,-195.5,-30.1
122,1.609,0.178,0.217,-13.3,-280.6,-295.5
142,1.638,-0.107,0.115,-88.7,-356.2,-333.9
164,1.552,-0.445,0.284,43.4,-426.6,-369.3
184,1.115,-0.089,0.085,226.6,-501.8,-321.9
204,0.883,0.242,-0.072,262.6,-668.9,-231.7
224,1.108,0.229,0.116,254.4,-638.2,-165.6
245,0.987,0.35,-0.057,265.7,-578.7,-69.6
265,0.638,0.24,-0.37,380.8,-349.5,214.2
285,0.064,0.568,-0.512,324.2,-364.2,367.6
306,0.119,0.268,-0.081,202.2,-399.9,300.0
326,-0.161,-0.029,0.006,199.6,-443.3,226.4
346,-0.276,0.184,-0.813,259.4,-443.1,101.1
366,-0.77,0.462,-0.46,406.2,-400.4,-41.7
386,-1.578,0.551,-0.41,516.8,-223.7,-717.9
406,-0.777,0.366,-0.714,296.3,17.1,-786.3
426,-1.609,-0.884,0.075,-115.2,152.0,-555.8
446,-0.229,-1.382,-0.444,-150.6,251.2,-196.8
466,-0.215,-1.161,-0.334,-149.3,269.3,182.2
486,-1.05,-1.332,-0.303,-185.7,307.0,129.5
506,-1.29,-1.283,-0.397,-202.0,285.9,49.0
527,-1.326,-1.227,-0.461,-179.9,231.4,-17.3
547,-1.412,-1.167,-0.661,-116.5,179.6,-229.8
569,-0.987,-0.863,-0.528,-88.9,168.2,-374.9
589,-0.537,-0.715,-0.491,-167.3,225.5,-481.6
610,-0.248,-0.532,-0.458,-214.2,260.0,-528.8
630,-0.087,-0.375,-0.452,-277.6,318.7,-565.8
650,0.128,0.11,-0.255,-459.2,330.4,-517.9
670,0.053,0.126,-0.044,-633.1,271.4,-442.2
693,0.07,0.094,-0.037,-637.5,260.3,-440.3
714,0.07,0.1,-0.029,-641.4,251.7,-439.5
734,0.706,0.566,-0.392,-1604.4,946.4,-1595.0
756,0.715,0.646,-0.469,-1709.6,854.8,-1583.9
776,0.716,0.697,-0.508,-1761.6,746.5,-1578.7
796,0.719,0.766,-0.539,-1800.5,660.1,-1577.8
816,0.714,0.814,-0.56,-1823.8,583.1,-1583.7
839,0.697,0.878,-0.582,-1845.0,473.9,-1541.3
859,0.329,0.284,-0.364,-1339.4,683.1,-705.8
879,0.312,0.304,-0.373,-1349.1,656.0,-696.4
902,0.305,0.316,-0.38,-1372.0,628.9,-681.1
922,0.301,0.327,-0.391,-1392.5,596.6,-665.4
942,0.295,0.336,-0.397,-1405.8,575.2,-654.5
965,-2.241,-2.044,1.993,-1220.3,289.0,-721.8
985,0.017,0.183,-0.299,-1278.7,54.9,-1164.8
1005,0.484,-5.608,-3.163,-831.6,167.8,-777.4
1025,0.417,-0.141,-0.097,-513.9,242.7,-734.2
1046,0.067,0.097,0.016,-492.2,248.2,-726.2
1066,0.068,0.101,0.012,-497.2,265.3,-759.5
1089,1.67,0.415,-1.109,-382.1,964.8,-536.7
1109,-0.065,-0.09,0.164,236.0,308.5,103.1
1129,0.427,0.611,1.578,354.9,141.6,17.7
1149,0.311,0.184,0.674,239.2,-20.6,120.6
1169,0.495,0.285,0.535,222.7,-224.6,89.3
1189,0.46,0.073,0.318,219.0,-428.7,71.7
1211,5.4,0.25,-1.023,4.4,-149.9,-58.6
1231,1.229,0.181,-0.343,1.3,145.8,39.0
1251,1.421,-0.083,0.325,0.6,14.8,9.7
1271,1.115,-0.013,-0.109,1.6,-20.4,-27.8
1291,1.003,0.035,0.134,0.4,15.7,3.7
1314,1.022,0.089,0.06,0.8,-1.4,1.4
1334,0.982,0.036,0.074,0.7,-4.1,0.8
1354,0.986,0.025,0.071,0.9,-2.8,0.9
1376,0.987,0.028,0.074,0.7,-2.8,0.8
1396,0.988,0.024,0.076,0.7,-2.5,0.0
1416,0.989,0.024,0.077,0.7,-2.6,0.1
1436,0.988,0.023,0.076,0.8,-2.7,0.2
1456,0.987,0.023,0.078,0.8,-2.6,0.2
1476,0.986,0.025,0.076,0.7,-2.5,0.2
1500,0.987,0.025,0.075,0.7,-2.7,0.0
1520,0.988,0.026,0.075,0.7,-2.6,0.2
1540,0.987,0.021,0.077,0.9,-2.7,0.0
1560,0.987,0.023,0.076,0.7,-2.7,0.1
1580,0.987,0.023,0.077,0.8,-2.8,0.0
1600,0.987,0.024,0.077,0.7,-2.6,0.1
1620,0.989,0.024,0.078,0.7,-2.5,0.2
1641,0.986,0.022,0.076,0.7,-2.6,0.2
1664,0.986,0.022,0.076,0.8,-2.6,0.1
1684,0.989,0.024,0.078,0.7,-2.6,0.1
1704,0.989,0.024,0.078,0.7,-2.6,0.2
1724,0.986,0.025,0.075,0.7,-2.6,0.2
1745,0.986,0.023,0.078,0.7,-2.5,0.3
