time_ms,ax,ay,az,wx,wy,wz
0,-0.01,-0.72,0.244,-2.5,-9.0,-55.7
21,0.585,-1.13,-0.205,38.2,-349.5,-39.7
41,-1.018,-0.816,0.118,-0.8,289.1,-163.8
62,-0.483,-1.554,0.282,47.8,529.6,-269.4
82,-0.054,-1.335,0.226,208.3,471.1,-219.5
102,0.219,-1.594,0.373,239.4,302.3,-134.0
122,0.447,-1.667,0.195,330.6,250.6,-81.5
142,0.28,-1.569,0.144,390.2,263.9,-77.2
166,0.222,-1.527,0.3,394.1,393.6,-127.5
186,0.323,-1.273,0.108,461.0,492.1,-102.7
206,0.255,-1.007,0.106,464.1,484.4,-77.0
227,0.19,-0.855,0.163,426.7,499.7,-51.4
247,0.05,-0.775,0.222,343.0,462.3,-1.0
268,-0.065,-0.526,0.244,304.6,306.1,-5.4
288,-0.035,-0.36,0.17,303.1,131.0,-24.7
308,-0.325,-0.148,0.195,349.0,35.0,-105.4
328,-0.486,-0.215,-0.059,379.1,-105.9,-137.7
348,-0.128,0.302,0.006,291.6,-153.7,66.1
368,-0.288,0.371,0.159,173.8,-314.8,425.9
388,-2.252,4.761,2.057,79.2,-76.0,-346.8
408,-0.429,1.053,0.313,-281.8,-189.2,-424.6
428,-1.422,1.358,0.556,-161.9,-112.6,-467.0
452,-2.113,1.039,1.549,-432.6,-231.4,-441.3
472,-1.513,0.79,1.328,-131.2,-295.6,-285.8
492,-1.536,1.19,1.361,-210.3,-432.1,-201.3
512,-1.193,0.381,0.901,-225.1,-650.0,-198.3
536,-0.728,-0.345,1.679,-65.5,-779.8,16.9
556,-0.736,-0.857,1.006,138.3,-899.2,-99.4
578,-0.096,-0.359,0.072,315.7,-1017.4,-207.6
598,0.009,0.072,-0.295,338.6,-1035.2,-205.2
619,0.02,0.054,-0.292,344.1,-1033.9,-192.2
639,4.514,-0.666,-4.798,-1132.6,-2213.4,-568.6
659,-0.527,0.732,-2.327,-1105.5,-2293.4,-648.0
679,-0.503,0.783,-2.33,-1071.9,-2293.4,-727.4
700,-0.47,0.814,-2.324,-1036.4,-2293.4,-792.8
724,2.539,-3.143,1.004,259.0,-159.9,447.6
744,0.02,0.029,0.04,276.7,-220.1,444.5
764,0.013,0.028,0.039,273.6,-222.6,441.0
784,0.012,0.024,0.042,268.2,-229.1,440.7
804,0.012,0.025,0.064,224.0,-115.2,453.1
824,-0.039,0.329,-0.464,-772.8,942.3,726.4
844,-0.777,-0.27,-0.053,-655.0,549.5,235.9
866,0.0,0.14,-0.209,-764.6,562.6,261.1
886,-0.003,0.139,-0.211,-750.8,569.2,280.9
906,-0.006,0.142,-1.406,-364.4,220.0,388.7
928,-0.04,0.031,0.015,-149.0,64.6,342.7
948,-0.036,0.033,0.025,-146.3,64.7,345.8
970,-0.113,0.067,-0.049,-332.0,13.0,645.1
994,-5.23,-0.068,-2.367,-305.2,-314.3,529.1
1014,-0.05,0.004,0.011,-183.7,-418.8,254.1
1034,-0.032,0.017,0.053,117.8,137.9,-197.2
1054,-1.094,1.382,-0.281,-71.4,-213.2,83.9
1074,-0.896,0.153,0.269,8.4,53.4,-54.8
1094,-0.998,-0.095,-0.141,-1.8,-32.6,15.0
1115,-0.967,0.0,0.06,2.3,9.2,-5.3
1135,-1.024,0.014,0.022,0.2,-5.3,-0.2
1155,-1.033,0.006,0.019,0.7,-2.5,-0.2
1175,-1.029,0.002,0.008,0.7,-2.4,0.0
1196,-1.031,0.0,0.01,0.7,-2.7,0.2
1216,-1.031,0.001,0.009,0.7,-2.5,0.1
1238,-1.03,0.004,0.005,0.7,-2.5,0.1
1258,-1.03,0.003,0.009,0.7,-2.5,0.1
1278,-1.031,0.002,0.01,0.7,-2.7,0.0
1298,-1.03,0.004,0.009,0.7,-2.5,0.0
1318,-1.03,0.004,0.009,0.7,-2.7,0.1
1338,-1.031,0.003,0.008,0.7,-2.5,0.1
1361,-1.03,0.001,0.01,0.6,-2.7,0.0
1381,-1.032,0.001,0.007,0.7,-2.5,0.1
1401,-1.031,0.002,0.009,0.6,-2.5,0.0
1421,-1.03,0.0,0.009,0.7,-2.5,0.0
1441,-1.03,0.002,0.007,0.6,-2.5,0.0
1465,-1.031,0.003,0.007,0.7,-2.6,0.1
1486,-1.031,0.002,0.009,0.7,-2.6,0.1
1506,-1.03,0.0,0.009,0.7,-2.6,0.1
1526,-1.03,0.001,0.01,0.7,-2.5,0.0
1546,-1.03,0.004,0.006,0.7,-2.6,0.0
1567,-1.029,0.003,0.006,0.8,-2.6,0.0
